First_Name,Last_Name,Phone,Email,Register_Number,Institution_Name,Mode,Course_Name,Total,Entry_Date,Payment_Status
vngffn,yhuan,(766)935-596-7,vngffnyhuan@gmail.com,3mp06304811,mite,Online,Cyber Security-l1,5000,1-5-2023 14:52:37,paid
drkrczxa,vhhpp,(089)606-495-7,drkrczxavhhpp@yahoo.com,4mp78799151,mite,Offline,Web Development-15weeks,3000,6-5-2022 16:16:39,paid
pkst,kemc,(746)216-286-4,pkstkemc@gmail.com,0nm47149332,nitte,Offline,Cyber Security-l1,5000,6-5-2021 16:14:49,paid
uxfx,hdmm,(076)701-387-5,uxfxhdmm@yahoo.com,1al54376077,alvas,Offline,Cyber Security-l1,5000,16-12-2023 11:42:45,not paid
ycdvk,boiwp,(953)786-178-9,ycdvkboiwp@yahoo.com,6al89035404,alvas,Offline,Web Development,5000,18-9-2021 13:5:2,paid
zynxx,ysfdo,(481)990-097-0,zynxxysfdo@yahoo.com,4al82521904,alvas,Online,Cyber Security-l1,5000,16-7-2023 12:40:15,not paid
wnxopt,vwacw,(364)866-543-5,wnxoptvwacw@gmail.com,6m71921892,manipal,Offline,Web Development,5000,6-7-2023 14:47:49,paid
twf,nak,(524)665-423-8,twfnak@gmail.com,7al60871918,alvas,Offline,Cyber Security-l1,5000,12-3-2022 16:22:45,paid
bmd,had,(447)747-350-4,bmdhad@gmail.com,6sp77861464,sdm,Offline,Cyber Security-l0,4500,13-1-2022 11:19:7,paid
nwtpxihb,rxylv,(732)476-574-0,nwtpxihbrxylv@gmail.com,2al31457072,alvas,Offline,Java Full-stack,5500,6-3-2023 16:19:9,not paid
rzscirfh,ffoif,(669)524-995-7,rzscirfhffoif@gmail.com,5mp48807478,mite,Online,Java Full-stack,5500,10-2-2022 17:40:9,not paid
fjh,skw,(934)084-213-9,fjhskw@yahoo.com,6al63960537,alvas,Online,Web Development,5000,23-5-2021 10:19:33,paid
tuuvr,rxpke,(041)541-067-6,tuuvrrxpke@gmail.com,5m29801172,manipal,Online,Cyber Security-l1,5000,3-11-2022 14:7:21,not paid
jzxt,boly,(953)828-602-2,jzxtboly@yahoo.com,7nm02169865,nitte,Offline,ai-ml,6000,14-3-2022 14:42:49,not paid
lir,cqq,(967)997-817-2,lircqq@gmail.com,8mp37157366,mite,Online,Java Full-stack,5500,22-3-2021 12:35:5,not paid
lzme,pcka,(156)621-273-2,lzmepcka@yahoo.com,0sp20685162,sdm,Offline,Cyber Security-l0,4500,19-9-2023 13:24:32,not paid
owknnjp,wknkx,(174)759-929-4,owknnjpwknkx@yahoo.com,9mp73228625,mite,Online,Web Development-15weeks,3000,3-2-2021 12:45:4,paid
xjkn,pbuy,(902)650-246-7,xjknpbuy@outlook.com,1sp70792907,sdm,Online,Java Full-stack,5500,19-3-2021 14:17:38,paid
kfnkce,zesvq,(078)648-191-6,kfnkcezesvq@outlook.com,6m54767233,manipal,Offline,ai-ml,6000,28-3-2022 13:15:34,not paid
chxlitop,rhfax,(341)721-340-3,chxlitoprhfax@gmail.com,3mp79444909,mite,Online,Web Development-15weeks,3000,19-5-2023 16:13:20,paid
oxfq,pmup,(455)612-384-8,oxfqpmup@gmail.com,3m15493982,manipal,Online,Web Development-15weeks,3000,11-10-2023 15:41:48,not paid
xmdahvmw,jpjqu,(863)900-783-0,xmdahvmwjpjqu@yahoo.com,5al77989363,alvas,Online,Web Development,5000,9-8-2022 14:12:43,paid
zam,pmx,(687)962-688-9,zampmx@yahoo.com,2m35210592,manipal,Online,Java Full-stack,5500,3-9-2023 10:56:7,paid
hzkdawh,uncan,(405)308-750-1,hzkdawhuncan@outlook.com,8m94032067,manipal,Online,Java Full-stack,5500,7-1-2023 11:42:39,not paid
lwzqb,gndyl,(768)958-502-8,lwzqbgndyl@gmail.com,4mp49496243,mite,Offline,Cyber Security-l1,5000,24-2-2023 16:47:26,paid
bvkcmt,bnyou,(916)298-093-1,bvkcmtbnyou@gmail.com,5mp87456067,mite,Offline,Cyber Security-l1,5000,7-2-2022 12:41:17,not paid
xohisvrj,zdugf,(377)460-957-6,xohisvrjzdugf@yahoo.com,5sp76214091,sdm,Online,Web Development-15weeks,3000,7-3-2022 16:35:27,paid
wohmufuw,rluwu,(121)311-261-4,wohmufuwrluwu@gmail.com,9sp49601588,sdm,Offline,Cyber Security-l1,5000,15-4-2021 10:14:25,paid
tbv,jnt,(716)298-542-2,tbvjnt@yahoo.com,0al38776942,alvas,Online,ai-ml,6000,22-3-2022 12:11:9,paid
mmnz,tkwy,(767)833-982-2,mmnztkwy@yahoo.com,1nm58801349,nitte,Online,Web Development-15weeks,3000,27-3-2023 12:9:4,paid
jctwxdnr,rcwmt,(308)785-644-2,jctwxdnrrcwmt@outlook.com,5m73939952,manipal,Online,Web Development,5000,26-4-2023 12:35:49,not paid
mkxj,dtys,(996)891-833-6,mkxjdtys@gmail.com,2al87515404,alvas,Online,Web Development-15weeks,3000,1-8-2021 11:28:29,not paid
exc,pqy,(614)277-482-1,excpqy@outlook.com,7nm94659706,nitte,Online,Web Development-15weeks,3000,2-9-2022 16:16:45,paid
sso,rky,(863)830-056-4,ssorky@outlook.com,2sp37322023,sdm,Online,Web Development,5000,6-1-2021 17:23:49,paid
vcrtoc,vewcf,(347)689-823-5,vcrtocvewcf@outlook.com,1sp02178038,sdm,Offline,Cyber Security-l1,5000,16-10-2021 10:9:43,not paid
foxdvle,smaaj,(830)231-723-7,foxdvlesmaaj@outlook.com,7mp90390967,mite,Offline,iot,4000,6-1-2021 16:3:15,not paid
uju,rmg,(990)528-133-8,ujurmg@gmail.com,4sp44906083,sdm,Offline,Web Development,5000,24-8-2021 15:49:34,not paid
yoiq,cacv,(499)081-446-7,yoiqcacv@yahoo.com,9al35864676,alvas,Offline,Web Development,5000,3-7-2023 13:58:23,paid
yka,mqu,(485)972-506-0,ykamqu@yahoo.com,5m33883217,manipal,Online,Java Full-stack,5500,10-3-2023 12:12:43,paid
qup,qnt,(517)795-878-9,qupqnt@outlook.com,4m33403488,manipal,Offline,ai-ml,6000,8-2-2022 15:20:17,paid
cjdiwy,jtciw,(457)266-304-3,cjdiwyjtciw@gmail.com,1nm20106442,nitte,Offline,Web Development,5000,19-11-2021 14:44:20,not paid
qyw,ezk,(373)203-433-6,qywezk@outlook.com,0nm20671103,nitte,Online,Web Development-15weeks,3000,23-8-2021 17:32:39,not paid
pzseeev,iujxc,(836)531-041-8,pzseeeviujxc@outlook.com,2m11924593,manipal,Offline,Java Full-stack,5500,25-11-2021 12:14:35,paid
gycxljpz,uwvue,(339)685-915-0,gycxljpzuwvue@outlook.com,7nm42057020,nitte,Offline,Web Development-15weeks,3000,21-4-2022 13:19:38,paid
zpdyrpf,hvqnj,(260)282-761-0,zpdyrpfhvqnj@gmail.com,9nm88701271,nitte,Online,Java Full-stack,5500,25-2-2021 14:19:8,paid
sfgamhnj,srlwc,(577)518-517-9,sfgamhnjsrlwc@gmail.com,9mp92730081,mite,Offline,iot,4000,11-8-2022 12:30:22,paid
stursglv,nxmfx,(907)911-609-9,stursglvnxmfx@gmail.com,7sp47925064,sdm,Offline,Java Full-stack,5500,21-5-2021 12:45:1,paid
oveqhv,qoeze,(955)408-100-8,oveqhvqoeze@gmail.com,7m13968501,manipal,Online,Web Development-15weeks,3000,15-7-2022 17:42:37,paid
vmhoqct,fhwjt,(012)216-630-1,vmhoqctfhwjt@outlook.com,2mp35375000,mite,Online,Cyber Security-l0,4500,15-1-2023 12:35:28,not paid
yfv,got,(063)390-357-6,yfvgot@gmail.com,6al24616368,alvas,Online,Cyber Security-l1,5000,8-10-2023 11:56:29,paid
qgxps,xtziz,(758)263-524-4,qgxpsxtziz@yahoo.com,4mp37204803,mite,Offline,Java Full-stack,5500,3-5-2022 11:58:29,not paid
wosmg,tqtou,(369)469-366-6,wosmgtqtou@gmail.com,5sp01637801,sdm,Online,ai-ml,6000,6-11-2021 10:45:15,paid
olx,awu,(028)506-063-0,olxawu@outlook.com,3nm22875335,nitte,Online,iot,4000,5-10-2022 16:26:44,not paid
crsti,maoyi,(231)162-191-9,crstimaoyi@gmail.com,7m06496886,manipal,Offline,Java Full-stack,5500,20-10-2022 12:53:35,paid
slbxyj,fixcb,(595)669-409-6,slbxyjfixcb@outlook.com,5al66716204,alvas,Offline,Java Full-stack,5500,28-12-2022 12:20:24,paid
uawtcjp,xxnsm,(603)823-425-5,uawtcjpxxnsm@gmail.com,0al36598151,alvas,Offline,iot,4000,19-10-2023 14:57:9,not paid
xewsw,iovbb,(316)978-252-2,xewswiovbb@gmail.com,5nm82876109,nitte,Online,iot,4000,18-3-2021 12:8:47,paid
bcwrtehu,eoklb,(153)956-327-9,bcwrtehueoklb@gmail.com,1sp62207358,sdm,Offline,Web Development,5000,19-7-2023 13:44:45,paid
pyulzaut,oqqmc,(905)118-781-7,pyulzautoqqmc@gmail.com,1mp66579759,mite,Offline,Cyber Security-l1,5000,25-2-2021 17:21:30,paid
scmt,wuwo,(158)000-475-1,scmtwuwo@outlook.com,6nm21738343,nitte,Online,Web Development-15weeks,3000,3-8-2023 16:30:22,not paid
cepvlj,xqqtc,(129)089-879-8,cepvljxqqtc@outlook.com,0nm83803412,nitte,Online,iot,4000,23-4-2022 10:44:8,not paid
kwygez,oybsm,(261)992-860-9,kwygezoybsm@outlook.com,7mp88027522,mite,Offline,Cyber Security-l0,4500,9-7-2022 11:42:39,paid
imq,iib,(530)429-620-4,imqiib@gmail.com,4m43031233,manipal,Offline,ai-ml,6000,8-5-2022 12:35:49,paid
yrk,ddz,(970)514-108-3,yrkddz@outlook.com,8m66394273,manipal,Online,Java Full-stack,5500,22-7-2022 17:3:23,not paid
oglxstwo,ohhbe,(889)349-141-2,oglxstwoohhbe@outlook.com,0sp00860638,sdm,Online,iot,4000,21-9-2021 14:49:40,not paid
kli,nle,(695)683-198-3,klinle@gmail.com,5m09600591,manipal,Online,ai-ml,6000,8-10-2021 12:45:19,paid
uxfonqlx,zdcmz,(311)762-438-9,uxfonqlxzdcmz@gmail.com,9m98827518,manipal,Offline,Web Development,5000,19-4-2022 10:49:46,paid
tgouvhu,zmhid,(720)418-048-4,tgouvhuzmhid@yahoo.com,6m76041873,manipal,Offline,Java Full-stack,5500,24-11-2021 12:41:2,paid
qfcj,bgae,(911)999-780-5,qfcjbgae@gmail.com,2nm77692874,nitte,Offline,Java Full-stack,5500,23-9-2023 11:1:49,not paid
jnhzjdm,wmqcd,(147)394-700-6,jnhzjdmwmqcd@yahoo.com,4al87331804,alvas,Online,Web Development,5000,5-6-2021 12:51:42,paid
ejycuc,dggzn,(046)111-259-6,ejycucdggzn@yahoo.com,2mp38698542,mite,Offline,Web Development,5000,21-8-2022 13:4:8,not paid
qchxcmi,yxvqr,(424)372-337-6,qchxcmiyxvqr@outlook.com,1mp05701668,mite,Offline,iot,4000,21-10-2022 10:36:39,paid
oymapm,hyiax,(358)054-536-5,oymapmhyiax@yahoo.com,5sp95148758,sdm,Offline,Web Development,5000,24-2-2022 17:26:28,paid
bdrcgp,ppqdj,(043)804-154-7,bdrcgpppqdj@outlook.com,1al54639472,alvas,Online,Web Development-15weeks,3000,15-5-2021 17:30:41,paid
vrnherl,cqxan,(720)409-601-7,vrnherlcqxan@yahoo.com,2al19602894,alvas,Online,Web Development-15weeks,3000,1-6-2022 13:47:46,paid
ldsxave,riroh,(506)263-821-9,ldsxaveriroh@outlook.com,8sp30760380,sdm,Online,Java Full-stack,5500,27-2-2021 13:32:36,not paid
jhsdc,skuqc,(566)341-495-9,jhsdcskuqc@yahoo.com,0sp77444545,sdm,Offline,Web Development,5000,16-3-2021 10:49:10,paid
xnsn,aeen,(591)613-764-4,xnsnaeen@gmail.com,3mp74182366,mite,Offline,Web Development-15weeks,3000,3-10-2023 12:36:44,not paid
pwg,mcb,(784)349-290-2,pwgmcb@outlook.com,5mp57461203,mite,Offline,Cyber Security-l1,5000,9-10-2023 16:59:36,paid
laqmmf,plhul,(860)811-148-6,laqmmfplhul@outlook.com,8al10378870,alvas,Online,Cyber Security-l1,5000,7-2-2023 15:24:14,paid
ozefqdar,liqhp,(543)017-495-5,ozefqdarliqhp@outlook.com,0mp27326907,mite,Offline,Cyber Security-l1,5000,25-8-2021 16:57:19,paid
hkvmrlj,olwog,(660)287-027-0,hkvmrljolwog@yahoo.com,5m01933334,manipal,Offline,iot,4000,13-1-2022 14:19:36,paid
lukzxdlo,vnqox,(541)293-168-1,lukzxdlovnqox@outlook.com,4sp46323580,sdm,Offline,Cyber Security-l0,4500,20-6-2023 12:16:37,paid
mgxqhs,qwjtj,(895)780-338-1,mgxqhsqwjtj@yahoo.com,2mp90939125,mite,Offline,Java Full-stack,5500,19-11-2022 12:23:21,not paid
okzlla,loodt,(544)539-461-4,okzllaloodt@gmail.com,7nm67576105,nitte,Offline,Java Full-stack,5500,12-9-2023 10:41:21,paid
gfcomu,ktvva,(376)548-271-6,gfcomuktvva@outlook.com,9m68733417,manipal,Online,Cyber Security-l1,5000,17-2-2022 15:52:9,paid
idvu,lxod,(011)694-908-2,idvulxod@yahoo.com,1nm33107016,nitte,Online,iot,4000,12-9-2023 10:50:24,paid
vtehtlfc,pagfw,(949)614-311-3,vtehtlfcpagfw@yahoo.com,8al85425973,alvas,Offline,Cyber Security-l0,4500,15-8-2022 16:18:29,paid
pow,xmt,(358)509-882-5,powxmt@gmail.com,6mp49626116,mite,Offline,ai-ml,6000,26-8-2023 17:20:40,not paid
mzsbtr,demnc,(245)856-252-5,mzsbtrdemnc@outlook.com,7mp37917143,mite,Offline,Java Full-stack,5500,22-6-2022 16:19:25,not paid
ydcgvc,rqziy,(938)007-420-8,ydcgvcrqziy@outlook.com,8sp82834772,sdm,Offline,iot,4000,13-10-2021 16:22:26,not paid
nqt,viv,(086)508-621-6,nqtviv@outlook.com,8mp95184111,mite,Offline,iot,4000,8-5-2022 11:50:14,paid
ciojayj,ujsac,(572)267-341-0,ciojayjujsac@yahoo.com,0sp59387392,sdm,Offline,Cyber Security-l1,5000,20-3-2021 11:36:19,paid
nmog,nvgg,(005)770-694-6,nmognvgg@outlook.com,7al64061205,alvas,Offline,Web Development,5000,2-11-2021 16:27:28,not paid
yyvunecx,arzua,(849)293-231-3,yyvunecxarzua@gmail.com,8m18422295,manipal,Online,iot,4000,21-1-2021 17:36:38,paid
tutjxw,jtpmj,(751)498-948-8,tutjxwjtpmj@outlook.com,3nm22654375,nitte,Online,ai-ml,6000,6-5-2023 15:28:12,paid
touasex,bukix,(097)200-402-0,touasexbukix@outlook.com,7mp49178537,mite,Online,Cyber Security-l0,4500,25-7-2023 10:31:19,not paid
rskt,eojh,(742)487-938-0,rskteojh@outlook.com,5al91963021,alvas,Offline,Cyber Security-l0,4500,25-7-2023 17:15:25,not paid
upzcq,rlczk,(598)412-277-1,upzcqrlczk@yahoo.com,0sp70496010,sdm,Online,Web Development,5000,26-3-2021 17:57:7,paid
xdhotchu,ysnqf,(395)730-868-3,xdhotchuysnqf@yahoo.com,4nm62359593,nitte,Online,Cyber Security-l0,4500,2-4-2022 16:17:31,paid
olscpgc,fudxz,(643)931-740-1,olscpgcfudxz@outlook.com,5m35730147,manipal,Offline,ai-ml,6000,18-4-2022 14:28:18,not paid
yddp,wnad,(764)287-016-7,yddpwnad@outlook.com,5sp86129794,sdm,Online,ai-ml,6000,17-10-2022 17:32:43,not paid
gby,zkn,(241)715-978-2,gbyzkn@outlook.com,4sp07747618,sdm,Offline,iot,4000,19-3-2022 15:10:20,paid
rrzr,ssqy,(098)807-281-7,rrzrssqy@gmail.com,1al28188449,alvas,Online,Java Full-stack,5500,17-8-2023 15:40:16,paid
gnq,vyo,(307)241-913-5,gnqvyo@gmail.com,2sp01897473,sdm,Online,iot,4000,1-7-2021 12:57:50,not paid
aymxakkq,aqxiq,(936)366-729-0,aymxakkqaqxiq@gmail.com,0m36204416,manipal,Offline,Java Full-stack,5500,28-10-2021 16:21:15,paid
gcr,zsv,(933)580-637-5,gcrzsv@yahoo.com,3mp15757952,mite,Offline,Java Full-stack,5500,12-7-2023 14:36:50,not paid
xyf,tfo,(899)340-644-1,xyftfo@gmail.com,4nm93392172,nitte,Online,Web Development-15weeks,3000,21-11-2023 14:55:27,not paid
jlqwn,jmsdq,(043)124-229-0,jlqwnjmsdq@gmail.com,3m36474631,manipal,Online,Web Development-15weeks,3000,22-11-2023 12:36:19,not paid
luojli,oxony,(589)780-755-2,luojlioxony@outlook.com,3mp12593328,mite,Online,Java Full-stack,5500,24-2-2021 11:52:31,paid
xqdxj,jabvy,(051)597-634-4,xqdxjjabvy@outlook.com,7m22534994,manipal,Online,Web Development,5000,23-8-2023 15:36:50,not paid
kptdh,skyot,(424)122-539-9,kptdhskyot@gmail.com,4nm86533045,nitte,Online,Web Development,5000,2-9-2022 13:22:23,not paid
lmh,ykh,(760)599-713-1,lmhykh@gmail.com,8sp46016041,sdm,Offline,Web Development-15weeks,3000,12-5-2022 17:56:20,not paid
plmkfyb,epbkg,(147)450-122-1,plmkfybepbkg@gmail.com,8m63391403,manipal,Offline,Java Full-stack,5500,22-6-2023 10:11:21,not paid
tzoi,wrrz,(518)265-252-8,tzoiwrrz@outlook.com,8mp98166521,mite,Offline,Cyber Security-l0,4500,16-11-2022 11:48:6,not paid
wct,dlg,(573)780-797-0,wctdlg@yahoo.com,2m40803207,manipal,Online,iot,4000,20-3-2021 14:46:25,paid
xrofu,zqxei,(790)837-169-0,xrofuzqxei@yahoo.com,4mp36487837,mite,Offline,Web Development-15weeks,3000,16-7-2021 10:2:10,not paid
wangzy,xacqq,(647)185-897-7,wangzyxacqq@outlook.com,7mp61627513,mite,Offline,iot,4000,13-4-2021 12:42:20,not paid
eminch,zqizp,(148)547-248-9,eminchzqizp@yahoo.com,7mp07460501,mite,Online,Web Development,5000,14-11-2022 14:36:29,not paid
ava,yke,(436)999-494-6,avayke@gmail.com,1sp25386875,sdm,Online,Java Full-stack,5500,12-4-2022 17:57:43,not paid
rwwiamv,ceoyn,(856)174-936-4,rwwiamvceoyn@outlook.com,5al80119775,alvas,Offline,Web Development,5000,9-8-2021 10:49:25,not paid
utkkrm,assko,(141)452-124-6,utkkrmassko@yahoo.com,6nm25786421,nitte,Online,Web Development,5000,25-1-2022 17:14:12,not paid
byzcpips,nossf,(451)466-794-4,byzcpipsnossf@outlook.com,7sp37100730,sdm,Offline,Cyber Security-l0,4500,23-11-2022 14:12:40,not paid
inukyc,zgjxi,(482)228-990-6,inukyczgjxi@yahoo.com,4mp05583043,mite,Offline,Web Development,5000,23-2-2021 12:30:19,not paid
mszir,dnfny,(718)883-667-0,mszirdnfny@gmail.com,8al35138179,alvas,Online,ai-ml,6000,7-7-2023 11:32:46,paid
rdugzyp,azugv,(553)397-860-6,rdugzypazugv@yahoo.com,6m01668707,manipal,Offline,Java Full-stack,5500,5-12-2021 14:17:6,not paid
skxxte,gfluy,(984)938-538-7,skxxtegfluy@gmail.com,0sp85714319,sdm,Offline,Cyber Security-l0,4500,1-1-2021 16:28:2,paid
eqapcvp,qthoa,(918)146-666-3,eqapcvpqthoa@gmail.com,3nm83262550,nitte,Offline,Cyber Security-l1,5000,1-6-2021 13:9:46,paid
vlxsc,uztng,(877)709-335-5,vlxscuztng@gmail.com,2al79733859,alvas,Online,Web Development-15weeks,3000,18-3-2023 11:52:12,not paid
jsz,agu,(645)648-708-2,jszagu@yahoo.com,3sp43091550,sdm,Online,Java Full-stack,5500,28-9-2022 15:25:27,not paid
eehmpqx,ufkhs,(294)155-867-9,eehmpqxufkhs@yahoo.com,0mp63571132,mite,Online,Web Development-15weeks,3000,11-5-2023 16:32:47,not paid
qjad,yobf,(277)420-627-3,qjadyobf@gmail.com,3al42734981,alvas,Offline,Cyber Security-l1,5000,27-11-2022 10:46:26,paid
ufcke,ognpv,(589)606-903-3,ufckeognpv@outlook.com,2al35242290,alvas,Offline,iot,4000,13-7-2021 12:44:23,not paid
uctlz,dvvdb,(419)659-293-9,uctlzdvvdb@yahoo.com,9sp73335975,sdm,Offline,iot,4000,24-11-2022 17:27:9,paid
diaogxo,haybu,(112)661-554-5,diaogxohaybu@outlook.com,6nm73982654,nitte,Offline,Cyber Security-l0,4500,2-2-2023 15:18:38,paid
iref,iqcl,(843)797-509-7,irefiqcl@yahoo.com,0al03142137,alvas,Offline,iot,4000,23-9-2023 17:52:47,not paid
ogmwi,kkztl,(922)560-845-1,ogmwikkztl@gmail.com,4sp98768035,sdm,Online,Web Development-15weeks,3000,26-5-2022 16:5:16,paid
qvkd,hbnr,(319)979-354-5,qvkdhbnr@outlook.com,4sp78190286,sdm,Offline,Web Development-15weeks,3000,27-6-2023 11:3:33,not paid
yguh,drki,(353)816-980-0,yguhdrki@outlook.com,8m59913898,manipal,Online,Cyber Security-l1,5000,10-2-2021 12:48:3,not paid
snrnjmqk,lqkok,(340)886-414-3,snrnjmqklqkok@outlook.com,0al86470943,alvas,Online,iot,4000,4-6-2022 10:6:6,paid
titumji,gfcfw,(328)446-155-5,titumjigfcfw@gmail.com,9mp80981001,mite,Offline,ai-ml,6000,7-3-2022 13:39:6,not paid
nuzfjbsg,qzmql,(128)928-186-4,nuzfjbsgqzmql@outlook.com,9sp44026075,sdm,Offline,Cyber Security-l1,5000,28-5-2023 14:46:47,paid
hfnzvl,ywbce,(954)007-068-9,hfnzvlywbce@outlook.com,1m47525251,manipal,Offline,Java Full-stack,5500,9-5-2023 14:21:42,not paid
ukyk,sbib,(742)330-799-4,ukyksbib@yahoo.com,6nm95413516,nitte,Online,Cyber Security-l0,4500,14-10-2023 15:6:15,paid
buz,kjw,(864)615-196-9,buzkjw@gmail.com,4mp28808441,mite,Offline,Web Development,5000,15-10-2023 17:9:16,not paid
ftwyaugi,psrkx,(236)898-618-5,ftwyaugipsrkx@gmail.com,4al34039993,alvas,Offline,Web Development-15weeks,3000,3-9-2021 13:40:12,paid
alklwgkq,zkzpc,(099)160-179-3,alklwgkqzkzpc@yahoo.com,6m84516867,manipal,Offline,Cyber Security-l1,5000,26-8-2023 16:34:39,not paid
pkfvomtj,mamjj,(719)730-392-6,pkfvomtjmamjj@gmail.com,8al12562655,alvas,Offline,ai-ml,6000,18-7-2023 14:44:5,paid
tvq,fye,(139)677-429-6,tvqfye@outlook.com,9mp90040151,mite,Online,Java Full-stack,5500,22-5-2021 17:58:31,paid
briqct,zytmm,(417)135-551-7,briqctzytmm@gmail.com,1sp90787289,sdm,Online,Web Development-15weeks,3000,14-1-2023 12:17:43,paid
imijhrr,fswbv,(248)593-642-4,imijhrrfswbv@gmail.com,1mp12848663,mite,Offline,Web Development,5000,18-5-2021 10:54:50,not paid
jkycb,qqypg,(489)082-870-2,jkycbqqypg@yahoo.com,8nm33285692,nitte,Offline,iot,4000,18-1-2023 12:25:3,paid
kojxj,pnfwu,(147)213-224-4,kojxjpnfwu@yahoo.com,2m82475755,manipal,Online,Cyber Security-l0,4500,22-5-2023 14:24:11,paid
bfe,xvr,(118)044-605-8,bfexvr@yahoo.com,0al57989136,alvas,Online,Cyber Security-l0,4500,22-12-2021 14:39:11,not paid
gvvhjjiw,znyda,(159)907-374-1,gvvhjjiwznyda@yahoo.com,7mp35056080,mite,Offline,Web Development-15weeks,3000,4-7-2022 16:15:24,paid
mpfn,ucjd,(864)980-396-6,mpfnucjd@yahoo.com,8mp41397525,mite,Offline,Cyber Security-l1,5000,13-7-2022 12:42:32,paid
tpyq,duyp,(279)507-298-0,tpyqduyp@gmail.com,7sp12274394,sdm,Online,Web Development,5000,21-3-2021 14:15:9,paid
bhjqcad,uyfze,(740)258-151-3,bhjqcaduyfze@outlook.com,9nm24284471,nitte,Offline,Web Development,5000,16-2-2021 10:38:7,paid
ogjyt,izpkz,(217)499-633-6,ogjytizpkz@gmail.com,4sp40076183,sdm,Offline,Cyber Security-l1,5000,21-3-2021 16:5:32,paid
cchlx,beryy,(934)835-247-4,cchlxberyy@yahoo.com,1al00006126,alvas,Online,iot,4000,8-4-2023 11:52:42,not paid
elrparv,ytnkt,(549)878-730-9,elrparvytnkt@outlook.com,4sp59540482,sdm,Online,Cyber Security-l0,4500,16-1-2022 13:45:17,not paid
nkxgyt,svrio,(637)718-785-0,nkxgytsvrio@yahoo.com,1sp97019618,sdm,Offline,iot,4000,17-11-2021 16:7:12,paid
ylvdvc,pwbej,(161)239-830-3,ylvdvcpwbej@outlook.com,2al49831769,alvas,Offline,Java Full-stack,5500,11-7-2023 17:41:4,not paid
xjvz,zwyj,(026)117-666-7,xjvzzwyj@yahoo.com,4sp90643958,sdm,Online,Web Development,5000,7-4-2023 10:34:7,paid
eqqqqlqo,rzovg,(345)251-621-9,eqqqqlqorzovg@yahoo.com,3m96035933,manipal,Offline,iot,4000,7-7-2021 14:29:20,paid
tnmix,elmjv,(465)925-557-0,tnmixelmjv@yahoo.com,6nm29297783,nitte,Offline,Cyber Security-l0,4500,2-8-2021 11:15:32,not paid
ahe,rbc,(977)630-129-2,aherbc@yahoo.com,2m23646858,manipal,Offline,Web Development,5000,21-4-2021 10:52:9,paid
fuy,czb,(213)604-291-1,fuyczb@outlook.com,5mp98436887,mite,Online,Cyber Security-l1,5000,20-1-2023 13:32:2,not paid
rkwbpg,ofzrg,(980)480-949-8,rkwbpgofzrg@yahoo.com,6al59474527,alvas,Online,ai-ml,6000,2-4-2021 15:4:8,not paid
rtq,rhx,(402)533-737-6,rtqrhx@yahoo.com,2nm73883582,nitte,Offline,Web Development-15weeks,3000,9-2-2023 10:8:28,not paid
mmzbdocw,gorhe,(851)609-323-9,mmzbdocwgorhe@gmail.com,3nm62446033,nitte,Offline,Java Full-stack,5500,4-6-2022 14:17:5,paid
zuvpbl,mcuba,(319)749-052-6,zuvpblmcuba@yahoo.com,9al20767824,alvas,Offline,Java Full-stack,5500,10-12-2021 15:16:34,paid
juryq,ocuxy,(845)270-920-1,juryqocuxy@gmail.com,3m09292867,manipal,Offline,Cyber Security-l0,4500,24-10-2023 17:57:42,not paid
ainft,qccnz,(975)767-735-5,ainftqccnz@yahoo.com,4al08709890,alvas,Offline,ai-ml,6000,2-5-2022 12:18:26,paid
wxxkh,gcluz,(483)580-604-4,wxxkhgcluz@outlook.com,5m98728290,manipal,Offline,Web Development,5000,10-10-2022 12:2:33,paid
yfkz,rwdr,(956)308-102-2,yfkzrwdr@gmail.com,5m07181718,manipal,Online,Web Development-15weeks,3000,15-2-2022 14:33:18,paid
bhchnk,jfuqi,(267)241-341-3,bhchnkjfuqi@outlook.com,8m15284299,manipal,Online,Java Full-stack,5500,12-3-2023 16:31:49,paid
odd,vjy,(456)768-919-2,oddvjy@yahoo.com,4sp46393564,sdm,Offline,Java Full-stack,5500,6-2-2021 11:40:30,paid
prx,dpa,(968)169-692-2,prxdpa@yahoo.com,0mp02012039,mite,Offline,Java Full-stack,5500,18-2-2023 12:58:35,not paid
bllene,ovhpq,(297)700-456-6,blleneovhpq@outlook.com,5al73528332,alvas,Online,ai-ml,6000,15-4-2022 15:49:14,not paid
kgh,mil,(043)384-208-8,kghmil@yahoo.com,2nm95381752,nitte,Online,Cyber Security-l0,4500,20-12-2021 17:23:36,paid
ftpuqbl,jdslo,(644)190-674-1,ftpuqbljdslo@yahoo.com,7m32794407,manipal,Offline,iot,4000,12-11-2022 15:47:42,not paid
mlf,wca,(440)987-546-7,mlfwca@gmail.com,7al68417421,alvas,Offline,Cyber Security-l0,4500,12-11-2021 17:55:15,paid
osdd,mlfc,(596)366-702-1,osddmlfc@outlook.com,0sp28339605,sdm,Online,Web Development-15weeks,3000,16-12-2022 12:58:25,not paid
eyoj,dxoj,(513)474-437-2,eyojdxoj@gmail.com,2nm33990780,nitte,Offline,Cyber Security-l1,5000,13-4-2022 14:11:43,not paid
